Time of Measurement,Weight(lb),BMI,Body Fat(%),Fat-free Body Weight(lb),Subcutaneous Fat(%),Visceral Fat,Body Water(%),Skeletal Muscle(%),Muscle Mass(lb),Bone Mass(lb),Protein(%),BMR(kcal),Metabolic Age,Remarks
"08/12/2019, 01:32:28",138.8,21.8,12.2,121.8,10.9,4,63.4,56.7,115.8,6.0,20.0,1563,18,--
"08/11/2019, 12:48:24",136.2,21.4,11.6,120.4,10.3,4,63.8,57.1,114.4,6.0,20.1,1550,18,--
"08/09/2019, 02:25:25",134.8,21.2,11.2,119.6,9.9,4,64.1,57.3,113.8,6.0,20.3,1542,18,--
"08/08/2019, 14:06:53",132.4,20.8,10.7,118.4,9.4,4,64.5,57.7,112.4,6.0,20.4,1529,18,--
"08/08/2019, 13:34:18",133.8,21.0,11.0,119.0,9.7,4,64.3,57.5,113.0,6.0,20.3,1535,18,--
"08/06/2019, 11:30:27",133.8,21.0,11.0,119.0,9.7,4,64.3,57.5,113.0,6.0,20.3,1535,18,--
"08/06/2019, 03:43:39",136.4,21.4,--,--,--,--,--,--,--,--,--,--,--,--
"08/06/2019, 03:43:26",136.4,21.4,11.6,120.6,10.3,4,63.8,57.1,114.6,6.0,20.2,1551,18,--
"08/06/2019, 01:39:51",135.4,21.3,11.4,120.0,10.1,4,64.0,57.3,114.0,6.0,20.2,1546,18,--
"08/06/2019, 01:36:59",137.2,21.5,11.8,121.0,10.5,4,63.7,57.0,115.0,6.0,20.1,1554,18,--
"08/03/2019, 12:49:20",134.4,21.1,11.1,119.4,9.8,4,64.2,57.4,113.4,6.0,20.3,1540,18,--
"08/03/2019, 03:31:39",136.4,21.4,11.6,120.6,10.3,4,63.8,57.1,114.6,6.0,20.2,1550,18,--
"08/02/2019, 04:05:32",135.4,21.2,11.4,120.0,10.1,4,64.0,57.3,114.0,6.0,20.2,1545,18,--
"08/01/2019, 11:19:25",133.4,20.9,10.9,118.8,9.6,4,64.3,57.6,112.8,6.0,20.3,1534,18,--
"07/31/2019, 14:11:55",132.6,20.8,10.7,118.4,9.4,4,64.5,57.7,112.6,6.0,20.4,1530,18,--
"07/31/2019, 02:51:36",135.4,21.2,11.4,120.0,10.1,4,64.0,57.3,114.0,6.0,20.2,1545,18,--
"07/30/2019, 11:13:12",132.4,20.8,10.7,118.4,9.4,4,64.5,57.7,112.4,6.0,20.3,1529,18,--
"07/30/2019, 03:05:52",135.2,21.2,11.3,120.0,10.0,4,64.0,57.3,114.0,6.0,20.3,1545,18,--
"07/29/2019, 11:15:51",132.2,20.8,10.6,118.2,9.6,3,64.5,57.7,112.4,6.0,20.4,1528,18,--
"07/29/2019, 02:50:11",134.6,21.1,11.2,119.6,9.9,4,64.1,57.4,113.6,6.0,20.2,1540,18,--
"07/28/2019, 13:30:13",131.8,20.7,10.5,118.0,9.5,3,64.6,57.8,112.2,6.0,20.4,1526,18,--
"07/26/2019, 09:09:01",133.2,20.9,10.9,118.8,9.6,4,64.4,57.6,112.8,6.0,20.3,1533,18,--
"07/25/2019, 15:36:14",134.8,21.1,11.2,119.6,9.9,4,64.1,57.4,113.6,6.0,20.2,1541,18,--
"07/16/2019, 04:53:29",134.6,21.1,11.2,119.6,9.9,4,64.1,57.4,113.6,6.0,20.2,1540,18,--
"07/15/2019, 13:35:34",133.2,20.9,10.9,118.8,9.6,4,64.4,57.6,112.8,6.0,20.3,1533,18,--
"07/15/2019, 03:35:10",135.8,21.3,11.5,120.2,10.2,4,63.9,57.2,114.2,6.0,20.2,1547,18,--
"07/14/2019, 14:23:33",133.4,20.9,10.9,118.8,9.6,4,64.3,57.6,112.8,6.0,20.3,1534,18,--
"07/14/2019, 14:12:47",134.8,21.2,--,--,--,--,--,--,--,--,--,--,--,--
"07/13/2019, 13:20:20",132.0,20.7,10.6,118.0,9.6,3,64.6,57.8,112.0,6.0,20.4,1525,18,--
"07/13/2019, 04:12:31",134.0,21.0,11.0,119.2,9.7,4,64.2,57.5,113.2,6.0,20.3,1537,18,--
"07/12/2019, 11:36:57",133.4,21.0,10.9,119.0,9.6,4,64.3,57.5,113.0,6.0,20.3,1535,18,--
"07/12/2019, 02:44:27",135.4,21.3,11.4,120.0,10.1,4,64.0,57.2,114.0,6.0,20.2,1546,18,--
"07/11/2019, 02:51:20",134.8,21.1,11.2,119.6,9.9,4,64.1,57.4,113.6,6.0,20.2,1541,18,--
"07/11/2019, 01:50:28",135.4,21.3,11.4,120.0,10.1,4,64.0,57.2,114.0,6.0,20.2,1546,18,--
"07/11/2019, 01:48:38",136.0,21.3,11.5,120.4,10.2,4,63.9,57.2,114.4,6.0,20.2,1549,18,--
"07/11/2019, 01:48:20",136.0,21.3,--,--,--,--,--,--,--,--,--,--,--,--
"07/10/2019, 12:24:31",133.0,20.9,10.8,118.6,9.5,4,64.4,57.6,112.6,6.0,20.3,1531,18,--
"07/10/2019, 12:24:19",133.0,20.9,--,--,--,--,--,--,--,--,--,--,--,--
"07/10/2019, 03:17:27",136.6,21.4,11.7,120.6,10.4,4,63.8,57.1,114.6,6.0,20.1,1551,18,--
"07/09/2019, 11:06:45",132.2,20.8,10.6,118.2,9.6,3,64.5,57.7,112.4,6.0,20.4,1528,18,--
"07/09/2019, 02:10:39",135.6,21.3,11.4,120.0,10.1,4,63.9,57.2,114.2,6.0,20.2,1546,18,--
"07/07/2019, 17:17:16",134.4,21.1,11.1,119.4,9.8,4,64.2,57.4,113.6,6.0,20.3,1541,18,--
"07/07/2019, 14:44:15",129.2,20.3,9.9,116.4,8.9,3,65.1,58.2,110.6,5.8,20.5,1510,19,--
"07/07/2019, 04:12:27",132.2,20.7,--,--,--,--,--,--,--,--,--,--,--,--
"07/07/2019, 02:26:59",132.8,20.8,10.8,118.6,9.5,4,64.4,57.7,112.6,6.0,20.3,1530,18,--
"07/06/2019, 17:44:58",135.4,21.3,11.4,120.0,10.1,4,64.0,57.2,114.0,6.0,20.2,1546,18,--
"07/05/2019, 02:28:35",131.8,20.7,10.5,117.8,9.5,3,64.6,57.8,112.0,5.8,20.4,1525,18,--
"07/04/2019, 13:24:26",127.8,20.1,9.6,115.6,8.6,3,65.3,58.4,109.8,5.8,20.6,1501,19,--
"07/04/2019, 01:19:49",131.2,20.6,10.4,117.6,9.4,3,64.7,57.9,111.8,5.8,20.4,1522,18,--
"07/03/2019, 13:00:19",133.4,20.9,10.9,118.8,9.6,4,64.3,57.6,112.8,6.0,20.3,1534,18,--
"07/01/2019, 02:42:38",131.2,20.6,10.4,117.6,9.4,3,64.7,57.9,111.8,5.8,20.4,1522,18,--
"06/30/2019, 17:24:47",131.6,20.6,10.5,117.8,9.5,3,64.7,57.9,111.8,5.8,20.4,1523,18,--
"06/30/2019, 14:20:36",130.6,20.5,10.2,117.2,9.2,3,64.8,58.0,111.4,5.8,20.5,1518,18,--
"06/30/2019, 03:03:54",133.8,21.0,11.0,119.0,9.7,4,64.3,57.5,113.2,6.0,20.3,1536,18,--
"06/29/2019, 23:59:23",132.8,20.8,10.8,118.6,9.5,4,64.4,57.7,112.6,6.0,20.3,1530,18,--
"06/29/2019, 14:36:47",133.2,20.9,10.8,118.8,9.5,4,64.4,57.6,112.8,6.0,20.4,1533,18,--
"06/29/2019, 14:36:31",133.2,20.9,10.8,118.8,9.5,4,64.4,57.6,112.8,6.0,20.4,1533,18,--
"06/29/2019, 14:36:16",133.2,20.9,--,--,--,--,--,--,--,--,--,--,--,--
"06/29/2019, 13:37:34",130.0,20.4,10.1,116.8,9.1,3,64.9,58.1,111.0,5.8,20.5,1514,18,--
"06/29/2019, 13:37:04",130.0,20.4,--,--,--,--,--,--,--,--,--,--,--,--
"06/29/2019, 13:35:47",130.4,20.5,--,--,--,--,--,--,--,--,--,--,--,--
